addressExtra,businessId,callToActions,city,country,distance,fax,futureOpeningDate,id,identifier,inventory,lat,lng,name,openingHours,openingHoursNotes,openNow,phone,photos,province,specialOpeningHours,streetAndNumber,zip,nextOpen.closedNow,nextOpen.neverOpens,nextOpen.dayOfWeek,nextOpen.hour,nextOpen.date
,2183408,[],Lancing,UK,,,,4700825,9738,[],50.83770887,-0.32851993,Welcome Manor Road,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '21:00'}]",,True,+44 1903 765684,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700825/thumb_goG7GS6Hbb.jpg', 'type': 'MAIN', 'description': None}]",West Sussex,[],Manor Road,BN15 0HL,False,,,,
Pan Estate,2183408,[],Newport,UK,,,,4700826,9724,[],50.6986833,-1.2824648,Welcome Royal Exchange,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]","Post Office Hours: Monday-Saturday 07:00 - 21:00, Sunday 10:00 - 21:00",True,+44 1983 522055,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700826/thumb_tbZzspSVOk.png', 'type': 'MAIN', 'description': None}]",Isle of Wight,[],87-91 Royal Exchange,PO30 2HW,False,,,,
,2183408,[],London,UK,,,,4700828,9729,[],51.54293548,-0.17174922,Welcome Swiss Cottage,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 20 7586 2270,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700828/thumb_0o9Wou1TSI.jpg', 'type': 'MAIN', 'description': None}]",Greater London,[],2-4 Winchester Road,NW3 3NT,False,,,,
,2183408,[],Worthing,UK,,,,4700829,9720,[],50.83531244,-0.39795203,Welcome Durrington,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '20:00'}, {'dayOfWeek': 7, 'from1': '07:30', 'to1': '17:00'}]",,True,+44 1903 695233,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700829/thumb_od46Ly8C1m.png', 'type': 'MAIN', 'description': None}]",West Sussex,[],2 Half Moon Lane,BN13 2EL,False,,,,
,2183408,[],Horsham,UK,,,,4700830,9728,[],51.0282558,-0.3517982,Welcome Southwater,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '21:00'}]",,True,+44 1403 731765,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700830/thumb_wByrjVELrp.jpg', 'type': 'MAIN', 'description': None}]",West Sussex,[],Worthing Road,RH13 9HA,False,,,,
"The University of Bath, Claverton Down",2183408,[],Bath,UK,,,,4700831,9722,[],51.37821916,-2.32561245,Welcome University of Bath,"[{'dayOfWeek': 1, 'from1': '07:30', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:30', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:30', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:30', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:30', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '08:30', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '10:00', 'to1': '16:00'}]",,True,+44 7929 097776,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700831/thumb_7IpDvydoA5.jpg', 'type': 'MAIN', 'description': None}]",Bath and North East Somerset,[],Convocation Avenue,BA2 7AY,False,,,,
,2183408,[],Southampton,UK,,,,4700833,9702,[],50.9014204,-1.3322342,Welcome Sholing,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8184 4729,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700833/thumb_zmPw5C9n9Q.jpg', 'type': 'MAIN', 'description': None}]",Southampton,[],430 Bursledon Road,SO19 8NG,False,,,,
Lower Willingdon,2183408,[],Eastbourne,UK,,,,4700834,9721,[],50.80788879,0.24796738,Welcome Lower Willingdon,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '21:00'}]",,True,+44 1323 483380,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700834/thumb_FqUgmm1wkI.jpg', 'type': 'MAIN', 'description': None}]",East Sussex,[],2-4 Coppice Avenue,BN20 9PN,False,,,,
,2183408,[],Bembridge,UK,,,,4700835,9723,[],50.6867472,-1.0804209,Welcome Bembridge,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:00', 'to1': '22:00'}]","Post Office Hours: Monday-Friday 09:00-17:30, Saturday 09:00-12:30, Sunday Closed",True,+44 1983 872627,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700835/thumb_igzxwQDH1h.jpg', 'type': 'MAIN', 'description': None}]",Isle of Wight,[],Lane End Road,PO35 5UE,False,,,,
,2183408,[],Camberley,UK,,,,4700837,9749,[],51.2903698,-0.7254733,Welcome Mytchett,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '21:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '21:00'}]",,True,+44 1252 544600,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700837/thumb_cjRspdhth0.jpg', 'type': 'MAIN', 'description': None}]",Surrey,[],103 Mytchett Road,GU16 6ES,False,,,,
,2183408,[],London,UK,,,,4700838,9743,[],51.5045336,-0.21912976,Welcome Shepherd's Bush,"[{'dayOfWeek': 1, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 2, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 3, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 4, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 5, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 6, 'from1': '00:00', 'to1': '24:00'}, {'dayOfWeek': 7, 'from1': '00:00', 'to1': '24:00'}]",,True,+44 20 8743 7711,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700838/thumb_OdLtHGiUVC.jpg', 'type': 'MAIN', 'description': None}]",Greater London,[],54 Uxbridge Road,W12 8LP,False,,,,
,2183408,[],Epsom,UK,,,,4700839,9753,[],51.3476478,-0.2501838,Welcome Ewell,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '08:00', 'to1': '21:00'}]",,True,+44 20 8393 0041,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700839/thumb_cSSFv03iuP.jpg', 'type': 'MAIN', 'description': None}]",Surrey,[],82 High Street,KT17 1RE,False,,,,
Gipsy Hill,2183408,[],London,UK,,,,4700841,9751,[],51.4193561,-0.08348631,Welcome Central Hill,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '06:00', 'to1': '23:00'}]",,True,+44 20 8670 5044,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700841/thumb_9xNZPmxASq.jpg', 'type': 'MAIN', 'description': None}]",Greater London,[],15-17 Central Hill,SE19 1BG,False,,,,
Staplegrove,2183408,[],Taunton,UK,,,,4700842,9739,[],51.03005284,-3.12663029,Welcome Staplegrove,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1823 333071,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700842/thumb_aXZYKN5R2V.jpg', 'type': 'MAIN', 'description': None}]",Somerset,[],Manor Road,TA2 6AN,False,,,,
,2183408,[],London,UK,,,,4700844,9740,[],51.49320242,0.10924521,Welcome Abbey Wood,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 20 8320 6023,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700844/thumb_oUXGIdcuoL.jpg', 'type': 'MAIN', 'description': None}]",Greater London,[],182 Eynsham Drive,SE2 9PS,False,,,,
Meopham,2183408,[],Gravesend,UK,,,,4700846,9741,[],51.3421932,0.3460341,Welcome Culverstone,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '06:00', 'to1': '22:00'}]",,True,+44 1732 824090,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700846/thumb_fAwTgXLQL7.jpg', 'type': 'MAIN', 'description': None}]",Kent,[],Wrotham Road,DA13 0RF,False,,,,
,2183408,[],Bristol,UK,,,,4700847,9736,[],51.4811879,-2.6347803,Welcome Stoke Bishop,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '21:00'}, {'dayOfWeek': 7, 'from1': '08:00', 'to1': '20:00'}]",,True,+44 117 968 1961,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700847/thumb_3F76LFbFfm.jpg', 'type': 'MAIN', 'description': None}]",Bristol City,[],5 Druid Hill,BS9 1EW,False,,,,
Halterworth,2183408,[],Romsey,UK,,,,4700848,9839,[],50.99077399,-1.47471024,Welcome Halterworth,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 523308,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700848/thumb_WqLX1G0lPT.jpg', 'type': 'MAIN', 'description': None}]",Hampshire,[],50-52 Saxon Way,SO51 5QY,False,,,,
,2183408,[],London,UK,,,,4700849,9821,[],51.38926165,-0.08902054,Welcome Selhurst,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 20 8664 9716,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700849/thumb_Eysp9IWqtb.png', 'type': 'MAIN', 'description': None}]",Greater London,[],Selhurst Road,SE25 5QF,False,,,,
,2183408,[],Carshalton,UK,,,,4700850,9763,[],51.38456299,-0.1744455,Welcome Carshalton,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 20 8646 6653,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700850/thumb_NO1qivjCcM.jpg', 'type': 'MAIN', 'description': None}]",Greater London,[],376 Middleton Road,SM5 1HA,False,,,,
,2183408,[],Hayes,UK,,,,4700851,9762,[],51.50444255,-0.42567033,Welcome Hayes,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 20 8813 6984,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700851/thumb_qJ9dJXod15.png', 'type': 'MAIN', 'description': None}]",Greater London,[],2 Material Walk,UB3 1DZ,False,,,,
,2183408,[],Crawley,UK,,,,4700852,9780,[],51.11991829,-0.14458118,Welcome Crawley,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '21:00'}]",,True,+44 1293 665830,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700852/thumb_uPAYVQEdzE.jpg', 'type': 'MAIN', 'description': None}]",West Sussex,[],5 Shire Parade,RH10 7XR,False,,,,
